zone_id,timestamp,water_supplied_litres,water_consumed_litres,flowrate_lps,pressure,leak
Tatibandh Zone,2024-01-01 05:50:00,30970.73357082243,28846.386813555462,103.2357785694081,3.770714716143385,0
,2024-01-01 05:55:00,35180.04848902439,33776.60044305216,117.26682829674796,3.447755818254699,0
Shankar Nagar Zone,2024-01-01 06:00:00,50158.32227120411,45773.122257091876,167.19440757068037,3.919291814322536,0
,2024-01-01 06:05:00,54946.68822412348,51099.52604350186,183.15562741374492,3.1622957520600656,0
,2024-01-01 06:10:00,54009.09173898786,48124.2587867368,180.0303057966262,3.755445811356061,0
Tatibandh Zone,2024-01-01 06:15:00,46780.90022204233,43267.692803346356,155.93633407347443,3.732790088935534,0
Pandri Zone,2024-01-01 06:20:00,25650.83371569354,22319.703248361853,85.50277905231181,3.820539952957625,0
Amanaka Zone,2024-01-01 06:25:00,40128.19123811123,37263.5478016061,133.76063746037076,3.6657203738911552,0
Amanaka Zone,2024-01-01 06:30:00,33234.09390516377,32144.026235830064,110.78031301721256,2.880523260809708,0
Tatibandh Zone,2024-01-01 06:35:00,45646.7742193609,44521.50737313132,152.15591406453635,3.616317485414947,0
Tatibandh Zone,2024-01-01 06:40:00,25061.81273337537,23579.63581110249,83.5393757779179,3.8028986922841903,0
Mowa Zone,2024-01-01 06:45:00,56608.94986006182,52873.340147907205,188.6964995335394,2.565101174947259,0
Tatibandh Zone,2024-01-01 06:50:00,43322.93871608681,40316.43819561596,144.40979572028937,3.2846467662552232,0
Gudhiyari Zone,2024-01-01 06:55:00,48169.53176293587,41111.67360813279,160.5651058764529,3.07630274706883,0
Gudhiyari Zone,2024-01-01 07:00:00,42905.96690106915,40828.184179164746,143.0198896702305,3.1834851291785693,0
,2024-01-01 07:05:00,26967.20662339075,23043.978921376674,89.89068874463584,2.8440921185574246,0
Pandri Zone,2024-01-01 07:10:00,33504.30243924838,32507.92266715572,111.68100813082792,2.9196452607534185,0
Amanaka Zone,2024-01-01 07:15:00,57740.99609813658,50600.00612263824,192.4699869937886,3.733805864384754,0
Mahadev Ghat Zone,2024-01-01 07:20:00,39821.45426448315,38905.148197669645,132.7381808816105,3.814992228888689,0
Telibandha Zone,2024-01-01 07:25:00,21768.760099658768,20913.41881238713,72.56253366552923,3.9809141939724166,0
Pandri Zone,2024-01-01 07:30:00,36091.19219077367,34852.15829140997,120.30397396924556,3.757493057066706,0
Gudhiyari Zone,2024-01-01 07:35:00,39045.58237632584,34889.1102566376,130.15194125441946,3.537571595753368,0
Mowa Zone,2024-01-01 07:40:00,53234.132580483514,50489.9921547201,177.44710860161172,3.917148594823642,0
Amanaka Zone,2024-01-01 07:45:00,24325.244205362542,21811.87085942369,81.08414735120847,2.912097695538863,0
Mahadev Ghat Zone,2024-01-01 07:50:00,37417.43339906519,33685.832247348386,124.72477799688394,2.533277113045453,0
Pandri Zone,2024-01-01 07:55:00,40242.20871909238,37310.505397986926,134.14069573030793,3.3278602581617283,0
Devendra Nagar Zone,2024-01-01 08:00:00,42913.92981090592,39434.78266555472,143.04643270301972,3.632705883510429,0
Telibandha Zone,2024-01-01 08:05:00,41546.29590845849,36599.050095676685,138.48765302819496,3.025881338209896,0
Shankar Nagar Zone,2024-01-01 08:10:00,35290.970133724695,33241.96154825909,117.63656711241566,3.3211694603486674,0
Pandri Zone,2024-01-01 08:15:00,21618.306641806706,20400.02263059673,72.06102213935569,3.924280935486463,0
Mahadev Ghat Zone,2024-01-01 08:20:00,42936.255798994105,40360.18188064546,143.12085266331368,2.568791899606949,0
Amanaka Zone,2024-01-01 08:25:00,35705.362154260736,32857.63736955203,119.0178738475358,3.305895125071105,0
Shankar Nagar Zone,2024-01-01 08:30:00,30555.027749573845,30231.43722618198,101.85009249857949,2.772820126598717,0
Telibandha Zone,2024-01-01 08:35:00,25073.207965784426,21352.45256789389,83.57735988594808,3.4029030933114406,0
Gudhiyari Zone,2024-01-01 08:40:00,20428.614199527037,20075.624462153068,68.09538066509012,2.6330538006355835,0
,2024-01-01 08:45:00,16769.046292849453,16301.03319272204,55.89682097616484,3.535592242944048,0
Pandri Zone,2024-01-01 08:50:00,51279.057590687764,49816.14146615471,170.9301919689592,2.9153164722208054,0
Mahadev Ghat Zone,2024-01-01 08:55:00,42821.46471886332,39718.55257631475,142.73821572954438,3.226784477786532,0
Mahadev Ghat Zone,2024-01-01 09:00:00,45922.447743149896,43841.58856205023,153.07482581049965,2.6996753928812174,0
Telibandha Zone,2024-01-01 09:05:00,38967.77699047604,36890.63542521998,129.89258996825347,3.1711185502351817,0
,2024-01-01 09:10:00,52831.9493645069,47395.74979465997,176.10649788168968,3.3459476380282545,0
Shankar Nagar Zone,2024-01-01 09:15:00,30979.693647568718,29750.445054093783,103.26564549189573,3.2109549121458345,0
Gudhiyari Zone,2024-01-01 09:20:00,48544.776338294854,43159.12751867596,161.81592112764952,3.380261677031319,0
Gudhiyari Zone,2024-01-01 09:25:00,42339.98500321078,36098.00909683912,141.13328334403593,3.849471095717519,0
Tatibandh Zone,2024-01-01 09:30:00,19580.211267918166,17864.660859420554,65.26737089306056,2.855840187603992,0
Mahadev Ghat Zone,2024-01-01 09:35:00,18610.5185547739,16707.86486454144,62.03506184924633,3.845148136939638,0
Gudhiyari Zone,2024-01-01 09:40:00,58626.169497391595,52696.662705170325,195.42056499130533,3.096783398568612,0
Mahadev Ghat Zone,2024-01-01 09:45:00,51938.766291900865,47862.293850029295,173.12922097300287,3.5843441449326634,0
Mowa Zone,2024-01-01 09:50:00,29565.565638190965,29002.742069103126,98.55188546063656,2.780565622836285,0
Pandri Zone,2024-01-01 09:55:00,27988.37489581151,27403.289776070258,93.29458298603836,3.415930063662449,0
Amanaka Zone,2024-01-01 10:00:00,30147.192518726424,26621.11304587383,100.49064172908808,2.5777353052336403,0
Mahadev Ghat Zone,2024-01-01 10:05:00,26458.829464369377,23727.848888006436,88.19609821456459,3.714811668781953,0
Mahadev Ghat Zone,2024-01-01 10:10:00,50743.025248490805,45353.269437368384,169.14341749496936,3.409152821583758,0
Telibandha Zone,2024-01-01 10:15:00,47889.03638416399,42638.41614165057,159.63012128054663,2.686445835228317,0
Mahadev Ghat Zone,2024-01-01 10:20:00,17164.25897838395,16073.034912298857,57.21419659461316,3.582394826126916,0
Amanaka Zone,2024-01-01 10:25:00,51655.86241041219,45393.45008685747,172.1862080347073,2.746398696896489,0
,2024-01-01 10:30:00,51746.974776220966,44804.946797147226,172.48991592073656,3.088667661133953,0
Gudhiyari Zone,2024-01-01 10:35:00,34743.510392475255,32667.066198253997,115.81170130825086,3.3096715928719496,0
Telibandha Zone,2024-01-01 10:40:00,55791.24499340461,48007.82814169094,185.97081664468203,3.3153292916709827,0
Devendra Nagar Zone,2024-01-01 10:45:00,46217.292333150224,42053.02296516745,154.05764111050075,3.5958237052139523,0
Devendra Nagar Zone,2024-01-01 10:50:00,59896.16771657294,52486.50914658405,199.65389238857648,3.359726273886083,0
Pandri Zone,2024-01-01 10:55:00,40645.035819209246,35168.653048334745,135.48345273069748,2.550298652103669,0
Gudhiyari Zone,2024-01-01 11:00:00,32046.970450061206,27488.86092476035,106.82323483353736,3.304722027226892,0
Mahadev Ghat Zone,2024-01-01 11:05:00,25316.31278546887,24447.523112738985,84.38770928489623,2.724876141023161,0
Amanaka Zone,2024-01-01 11:10:00,47228.058362982854,46153.87799764439,157.42686120994284,3.348262520984461,0
Mahadev Ghat Zone,2024-01-01 11:15:00,33038.31375436379,31692.66177146754,110.12771251454598,3.375087692149181,0
Mahadev Ghat Zone,2024-01-01 11:20:00,42515.44059455915,42060.24379970982,141.71813531519717,3.258833018326699,0
Shankar Nagar Zone,2024-01-01 11:25:00,50553.80867058391,48488.541792655895,168.51269556861303,3.87812578339112,0
,2024-01-01 11:30:00,18479.447946995424,16419.795616827578,61.598159823318085,2.6033823090508283,0
Pandri Zone,2024-01-01 11:35:00,59317.85395330505,54177.860801627496,197.72617984435016,2.6698570687611327,0
Gudhiyari Zone,2024-01-01 11:40:00,41607.39460852181,39244.88337031815,138.69131536173938,3.278257085689108,0
Shankar Nagar Zone,2024-01-01 11:45:00,42167.46892785625,41418.000451321604,140.55822975952083,3.6816848330717376,0
Gudhiyari Zone,2024-01-01 11:50:00,30612.89408533025,26433.068669880835,102.04298028443417,3.0195189915489418,0
Amanaka Zone,2024-01-01 11:55:00,40993.437934119625,34996.0819917409,136.64479311373208,2.872339664135728,0
Gudhiyari Zone,2024-01-01 12:00:00,24570.635295355183,23566.019198222224,81.90211765118394,2.8301458211216457,0
Shankar Nagar Zone,2024-01-01 12:05:00,18840.735063538974,17669.962214847234,62.80245021179658,3.121936185590536,0
Devendra Nagar Zone,2024-01-01 12:10:00,50990.19099334213,49778.302683997535,169.96730331114043,3.140183358005124,0
Mahadev Ghat Zone,2024-01-01 12:15:00,28232.010564943714,25787.92585074873,94.10670188314572,3.3811804063511115,0
Pandri Zone,2024-01-01 12:20:00,40183.814908869805,38088.595730054796,133.94604969623268,3.101144591312989,0
Devendra Nagar Zone,2024-01-01 12:25:00,27253.583462413477,23281.062848919995,90.84527820804492,3.629869331121176,0
Devendra Nagar Zone,2024-01-01 12:30:00,47218.750298132894,41960.33713632952,157.39583432710964,2.7342288960492853,0
Mahadev Ghat Zone,2024-01-01 12:35:00,37747.85455977153,34885.582053503356,125.82618186590508,2.794169649540179,0
Amanaka Zone,2024-01-01 12:40:00,25718.22514710269,22890.742055112234,85.72741715700897,3.4791191617778123,0
Mahadev Ghat Zone,2024-01-01 12:45:00,58319.21933496936,54414.273263553456,194.3973977832312,3.710275223443879,0
Devendra Nagar Zone,2024-01-01 12:50:00,15585.086557983122,13952.61131240516,51.95028852661041,3.84450372778168,0
Amanaka Zone,2024-01-01 12:55:00,33964.1047766624,31674.30053859257,113.21368258887468,3.3745623414545385,0
,2024-01-01 13:00:00,31337.664548779074,29361.178193311807,104.45888182926358,3.7376609971339896,0
Tatibandh Zone,2024-01-01 13:05:00,28250.959179386293,24393.364989051894,94.16986393128764,3.154189793702975,0
,2024-01-01 13:10:00,59341.52905087806,52455.810864410974,197.8050968362602,3.348664929949841,0
Pandri Zone,2024-01-01 13:15:00,39373.53965973901,36142.24270309179,131.24513219913004,2.903016039077419,0
Shankar Nagar Zone,2024-01-01 13:20:00,55525.75355563735,50338.21147578367,185.08584518545783,2.6984143166879955,0
Mowa Zone,2024-01-01 13:25:00,37414.08390799526,33828.290870125216,124.71361302665086,3.7225816426036857,0
Devendra Nagar Zone,2024-01-01 13:30:00,21300.834239720207,21010.9904115785,71.00278079906735,2.659868095193012,0
Telibandha Zone,2024-01-01 13:35:00,44926.65035458149,40022.5208624683,149.7555011819383,3.40077529065048,0
,2024-01-01 13:40:00,30924.211945256226,27086.66135762222,103.08070648418742,3.133054089326031,0
Amanaka Zone,2024-01-01 13:45:00,32518.302631888942,31325.41480578205,108.39434210629648,2.868023664521981,0
Devendra Nagar Zone,2024-01-01 13:50:00,57718.805867599454,51490.739514422516,192.39601955866485,3.4156070005119363,0
Mahadev Ghat Zone,2024-01-01 13:55:00,16403.24107775781,14490.63105529243,54.6774702591927,2.822410567886135,0
Telibandha Zone,2024-01-01 14:00:00,36340.67889151663,32524.06014147611,121.13559630505544,3.434998826357486,0
Mahadev Ghat Zone,2024-01-01 14:05:00,26088.09149575981,25427.50332375168,86.96030498586603,3.15224100790562,0
Gudhiyari Zone,2024-01-01 14:10:00,31243.825362301213,28587.765560313637,104.14608454100404,3.38534600030363,0
,2024-01-01 14:15:00,38458.530033610616,33775.90547876433,128.1951001120354,3.5358403486684606,0
Mowa Zone,2024-01-01 14:20:00,58940.01473886127,53777.85727976079,196.46671579620423,2.525154407640094,1
Tatibandh Zone,2024-01-01 14:25:00,16774.206511582765,14278.646302778947,55.914021705275886,3.91608900952992,0
Mowa Zone,2024-01-01 14:30:00,29078.468542751438,28040.997778954683,96.92822847583813,3.209815177122,0
Mahadev Ghat Zone,2024-01-01 14:35:00,57491.99201010452,54711.03852620397,191.63997336701507,3.9565873677480514,0
Telibandha Zone,2024-01-01 14:40:00,44004.59927816199,39011.14301223399,146.68199759387332,3.283651864106753,0
Telibandha Zone,2024-01-01 14:45:00,38861.930968570516,34012.938512807246,129.53976989523505,3.8274975347849214,0
Mahadev Ghat Zone,2024-01-01 14:50:00,50582.54241775336,43768.5123819381,168.60847472584453,3.309236938563006,0
,2024-01-01 14:55:00,39761.20816993635,36214.08573113989,132.53736056645448,2.119772670840176,1
Amanaka Zone,2024-01-01 15:00:00,15426.844513282416,15261.161694944189,51.42281504427472,2.6050445586212065,0
Tatibandh Zone,2024-01-01 15:05:00,27225.913698105178,23420.007234500572,90.7530456603506,3.3711358108409915,0
Shankar Nagar Zone,2024-01-01 15:10:00,25744.971559573605,23951.982904060547,85.81657186524535,3.6063734523833375,0
Shankar Nagar Zone,2024-01-01 15:15:00,41509.884051190274,36060.180682011356,138.36628017063424,3.573329972851363,0
Pandri Zone,2024-01-01 15:20:00,20599.690078358537,17599.69370772373,68.66563359452846,3.087445210810534,0
Gudhiyari Zone,2024-01-01 15:25:00,54788.95401591763,51591.31823438376,182.62984671972544,3.9734957726201214,0
Devendra Nagar Zone,2024-01-01 15:30:00,25425.226562254953,23628.594691650098,84.7507552075165,3.9867529392054646,0
,2024-01-01 15:35:00,32284.07751710623,27958.72652190758,107.61359172368743,2.5704180357217195,0
Mowa Zone,2024-01-01 15:40:00,99526.22428681931,96655.96531552955,331.7540809560644,0.9109769963635752,1
Telibandha Zone,2024-01-01 15:45:00,59835.10991130259,51681.019872325334,199.45036637100864,3.23677951130294,0
Tatibandh Zone,2024-01-01 15:50:00,41103.8793527015,35661.01662052424,137.01293117567167,3.389409902262555,0
Tatibandh Zone,2024-01-01 15:55:00,53348.70900061535,50110.785010127365,177.82903000205118,2.566564995299855,0
Telibandha Zone,2024-01-01 16:00:00,31770.98326555413,27170.34003564482,105.9032775518471,3.112679819606048,0
Gudhiyari Zone,2024-01-01 16:05:00,23975.396872620153,21168.42059030408,79.91798957540051,3.016029765871524,1
Amanaka Zone,2024-01-01 16:10:00,30651.414355598685,29916.5146215966,102.17138118532895,3.737021448887724,0
Gudhiyari Zone,2024-01-01 16:15:00,54067.23618231961,48705.92536768523,180.22412060773203,3.2818904682706225,0
Tatibandh Zone,2024-01-01 16:20:00,19762.53422228628,19082.234025707316,65.8751140742876,3.895135525764608,0
,2024-01-01 16:25:00,54558.21661026592,50622.89189365071,181.86072203421972,3.1982050131549755,0
Devendra Nagar Zone,2024-01-01 16:30:00,51808.516085357805,48506.632403230724,172.69505361785934,2.741139844072462,0
Pandri Zone,2024-01-01 16:35:00,20212.973555111595,19089.672288711132,67.37657851703865,3.339766468463244,0
Gudhiyari Zone,2024-01-01 16:40:00,15829.247343219786,14023.798255952002,52.76415781073262,2.9250144223983723,0
Mowa Zone,2024-01-01 16:45:00,57175.28192564031,51960.39349129901,190.5842730854677,2.653764591986019,0
Pandri Zone,2024-01-01 16:50:00,46885.740207118324,45884.873620380444,156.2858006903944,3.656476438798203,0
Telibandha Zone,2024-01-01 16:55:00,58807.00361298287,55470.17750530584,196.02334537660957,3.8073052092285646,0
Devendra Nagar Zone,2024-01-01 17:00:00,51968.082633334845,46712.30263354177,173.22694211111616,2.5984392168610198,0
Devendra Nagar Zone,2024-01-01 17:05:00,27313.199982674963,24352.226269361938,91.04399994224988,3.1688540595651222,0
Devendra Nagar Zone,2024-01-01 17:10:00,52166.43446099535,46146.432603252775,173.8881148699845,3.290536144317793,0
Shankar Nagar Zone,2024-01-01 17:15:00,27296.67871491942,26296.90308014129,90.9889290497314,3.4817668214217026,0
Mowa Zone,2024-01-01 17:20:00,53581.20414416244,48022.11003113803,178.6040138138748,3.864286766421728,0
Pandri Zone,2024-01-01 17:25:00,47599.020267635264,44168.29259663932,158.66340089211755,2.9811141106571912,0
Mahadev Ghat Zone,2024-01-01 17:30:00,53896.121242783665,52132.59450696042,179.65373747594555,3.052789515585641,0
Pandri Zone,2024-01-01 17:35:00,21914.611717250067,19896.6258747699,73.0487057241669,2.636746735609288,0
Mowa Zone,2024-01-01 17:40:00,58538.006862619986,57813.753941785464,195.12668954206663,3.8677540524398655,0
Devendra Nagar Zone,2024-01-01 17:45:00,45850.43792530371,41074.55681256655,152.8347930843457,2.6877786883038257,0
Gudhiyari Zone,2024-01-01 17:50:00,27104.70319957939,25868.202215789377,90.34901066526464,3.372957102871598,0
Mahadev Ghat Zone,2024-01-01 17:55:00,45620.54818616963,42740.99798728844,152.06849395389878,3.1968978949537155,0
Tatibandh Zone,2024-01-01 18:00:00,50093.29450020075,49468.81817144497,166.97764833400248,3.790183595783807,0
Pandri Zone,2024-01-01 18:05:00,40690.70258298739,34986.12091867675,135.63567527662462,2.6541886067389986,0
Pandri Zone,2024-01-01 18:10:00,15439.688133863265,14401.485403392919,51.46562711287755,3.339473025230371,0
Pandri Zone,2024-01-01 18:15:00,31101.060791772208,26874.995005157434,103.6702026392407,3.7367710703452506,0
,2024-01-01 18:20:00,24006.760991016454,21646.688686310245,80.02253663672151,3.700880048663624,0
Amanaka Zone,2024-01-01 18:25:00,41764.94868196213,38481.53980305605,139.21649560654043,3.844331954027557,0
Mahadev Ghat Zone,2024-01-01 18:30:00,43138.70970962765,39696.074694118994,143.79569903209216,3.921025693946558,0
Shankar Nagar Zone,2024-01-01 18:35:00,41886.41381843686,36742.78108970888,139.62137939478953,3.329502178887937,0
,2024-01-01 18:40:00,47617.19519433262,42310.14405180833,158.72398398110874,3.157910824734308,0
Amanaka Zone,2024-01-01 18:45:00,58913.936511860906,52961.32784022359,196.37978837286968,2.8288209810370666,0
Devendra Nagar Zone,2024-01-01 18:50:00,22275.26448660612,21477.636695997953,74.2508816220204,2.565492486561042,0
Mahadev Ghat Zone,2024-01-01 18:55:00,44264.65588561216,43630.22640440678,147.54885295204053,3.962189743220175,0
Pandri Zone,2024-01-01 19:00:00,22838.700146021416,20230.61670951375,76.12900048673805,3.7606786094154,0
Mowa Zone,2024-01-01 19:05:00,31696.74433430712,31197.020219087317,105.6558144476904,3.0189024888204443,0
Tatibandh Zone,2024-01-01 19:10:00,47636.594718681146,45380.245721138046,158.78864906227048,3.1579231287843856,0
Gudhiyari Zone,2024-01-01 19:15:00,59645.99923533025,52260.82085829141,198.81999745110085,3.4825140082481627,0
Telibandha Zone,2024-01-01 19:20:00,47990.08600868764,47096.38849104827,159.96695336229214,3.447340330138781,0
Devendra Nagar Zone,2024-01-01 19:25:00,31778.18867350205,31061.46855094304,105.92729557834016,3.448810799839459,0
Tatibandh Zone,2024-01-01 19:30:00,54183.745557263006,50087.138995282694,180.6124851908767,2.8708466116047657,0
Telibandha Zone,2024-01-01 19:35:00,44345.54604886971,42428.26058881697,147.8184868295657,2.6428922619319395,0
Mowa Zone,2024-01-01 19:40:00,49806.290655897035,45968.08216178388,166.0209688529901,2.9877850963370425,0
,2024-01-01 19:45:00,22639.105728939332,20650.057415197654,75.46368576313111,2.610245120995019,0
Pandri Zone,2024-01-01 19:50:00,41454.79669996742,35291.88288677108,138.18265566655805,3.1741507528206068,0
Tatibandh Zone,2024-01-01 19:55:00,31052.942386800078,30545.711729938677,103.50980795600026,3.408307236467324,0
Mahadev Ghat Zone,2024-01-01 20:00:00,54072.20762309664,51826.76267292354,180.2406920769888,3.3780315465951283,0
Telibandha Zone,2024-01-01 20:05:00,25400.8910592441,22999.8977468544,84.669636864147,2.68445621279444,0
Mowa Zone,2024-01-01 20:10:00,29227.024723953768,26704.180580814944,97.42341574651256,3.900812526291858,0
Mowa Zone,2024-01-01 20:15:00,45868.5481192343,39858.71269965971,152.89516039744765,3.21984562238811,0
Devendra Nagar Zone,2024-01-01 20:20:00,38201.82128606626,35845.9726074753,127.33940428688754,3.1821097834507888,0
