zone_id,timestamp,water_supplied_litres,water_consumed_litres,flowrate_lps,pressure_psi,leak,usage_difference
Mowa Zone,1/1/2024 5:40,41713.5113146013,38857.11998170874,136.6896687091046,2.8225544335361534,0,2856.391332892563
Pandri Zone,1/1/2024 5:45,57272.76887446386,45950.208190006284,165.107444646765,3.4253463634250125,0,11322.560684457574
Tatibandh Zone,1/1/2024 5:50,32657.05761314258,27671.231860523516,111.18756107894657,3.9818539275675224,0,4985.825752619065
,1/1/2024 5:55,33060.20910341912,31977.035529379962,117.94882377736883,3.590841520288843,0,1083.173574039156
Shankar Nagar Zone,1/1/2024 6:00,45197.88606905966,41581.15737710771,152.39174743798847,3.9072835316022436,0,3616.728691951954
,1/1/2024 6:05,58413.40037094873,46172.24335466947,203.91613890435838,3.132773944149183,0,12241.157016279263
,1/1/2024 6:10,56243.527192191745,52818.5144902668,200.5311770269165,3.9043501477465146,0,3425.012701924941
Tatibandh Zone,1/1/2024 6:15,48923.53251555805,42642.674827715324,173.27232642946777,4.031093564140785,0,6280.857687842727
Pandri Zone,1/1/2024 6:20,27042.495831201588,21803.34426813431,78.80268410241986,4.172068060780676,0,5239.151563067277
Amanaka Zone,1/1/2024 6:25,36709.62770501696,38602.40682115467,131.80396057781925,3.540667515039157,0,-1892.77911613771
Amanaka Zone,1/1/2024 6:30,32293.34125619139,30332.735355703328,126.89850477271453,2.8033952109584135,0,1960.6059004880626
Tatibandh Zone,1/1/2024 6:35,42139.90655784547,48528.097403490785,164.57240619386533,3.9479715484526112,0,-6388.190845645317
Tatibandh Zone,1/1/2024 6:40,26881.818742183117,24930.018041185584,71.68933423622067,4.032899085866946,0,1951.8007009975336
Mowa Zone,1/1/2024 6:45,58004.90535588263,48531.49780268171,164.08318801165493,2.7765913908882895,0,9473.407553200916
Tatibandh Zone,1/1/2024 6:50,41857.73981865207,39651.868288088226,142.84719694828658,3.220250921659807,0,2205.871530563847
Gudhiyari Zone,1/1/2024 6:55,43964.89377854316,44228.91123401426,180.27705160717434,3.1936264140588366,0,-264.0174554710975
Gudhiyari Zone,1/1/2024 7:00,41283.96965040347,44459.704363371515,144.68042776231664,3.3591209933771684,0,-3175.734712968042
,1/1/2024 7:05,26024.343124894658,22893.73914248363,89.83169819217675,2.9920326410656948,0,3130.6039824110267
Pandri Zone,1/1/2024 7:10,35042.861408226214,33245.276404071796,98.46267962675802,2.9524117204512135,0,1797.5850041544181
Amanaka Zone,1/1/2024 7:15,59329.53718340944,47230.38924690135,201.52262641544303,3.555737801330898,0,12099.147936508089
Mahadev Ghat Zone,1/1/2024 7:20,42905.32916347847,42726.945838209904,145.56479718006435,3.9578213740684816,0,178.3833252685654
Telibandha Zone,1/1/2024 7:25,21647.790774297988,19791.08639249144,69.95942550055273,3.9330048107765028,0,1856.7043818065467
Pandri Zone,1/1/2024 7:30,33345.33275399548,37938.18986443398,130.25113428434372,3.823392484715002,0,-4592.857110438505
Gudhiyari Zone,1/1/2024 7:35,40710.835761324204,35933.317947346855,148.28770275811564,3.8688197261744044,0,4777.517813977349
Mowa Zone,1/1/2024 7:40,56010.66575059074,51577.918135539956,161.67737301056053,3.9557532603287666,0,4432.747615050786
Amanaka Zone,1/1/2024 7:45,24623.360769076487,21867.222892739555,81.65164632602466,3.1333304597796867,0,2756.137876336932
Mahadev Ghat Zone,1/1/2024 7:50,39445.21268190712,31871.3099415327,116.76002672324158,2.47825709756236,0,7573.9027403744185
Pandri Zone,1/1/2024 7:55,40192.27293878254,34896.72487827858,145.92580435240555,3.497145430067857,0,5295.548060503956
Devendra Nagar Zone,1/1/2024 8:00,43109.04081889632,37230.26955028291,146.37626895714564,3.983447426614891,0,5878.771268613411
Telibandha Zone,1/1/2024 8:05,40944.215451477416,34303.837749354905,144.07905394248226,2.9208347359603555,0,6640.3777021225105
Shankar Nagar Zone,1/1/2024 8:10,31941.28624553131,35100.748814056606,128.15024680830854,3.1592557777050874,0,-3159.462568525294
Pandri Zone,1/1/2024 8:15,19922.961966513685,19788.53300906718,69.81207991819463,3.9832919912808338,0,134.42895744650377
Mahadev Ghat Zone,1/1/2024 8:20,38912.520531246264,36791.07188130494,160.9432660613152,2.4760426435893907,0,2121.448649941325
Amanaka Zone,1/1/2024 8:25,36679.47877704075,35940.358192096,120.1971814660974,3.5117123947331423,0,739.1205849447506
Shankar Nagar Zone,1/1/2024 8:30,29420.556120033132,32551.91700820636,91.39889261998039,3.0145609619860365,0,-3131.360888173229
Telibandha Zone,1/1/2024 8:35,25116.18691440385,23179.164637727,88.48917922039828,3.4542976349186256,0,1937.0222766768493
Gudhiyari Zone,1/1/2024 8:40,22093.817851338103,22062.741177953223,74.08630365816735,2.60358136186105,0,31.07667338487954
,1/1/2024 8:45,15928.220247066954,15237.864316822037,52.824089059910435,3.5891935816019833,0,690.3559302449175
Pandri Zone,1/1/2024 8:50,50359.96173985932,48782.377017002655,189.24600769316424,3.085912549401585,0,1577.5847228566636
Mahadev Ghat Zone,1/1/2024 8:55,45010.0795326554,41769.9242750864,160.12986475115682,3.0698276283073263,0,3240.1552575690002
Mahadev Ghat Zone,1/1/2024 9:00,43431.597325559385,45560.35961719826,142.82973378057892,2.803391787957628,0,-2128.762291638872
Telibandha Zone,1/1/2024 9:05,35670.946482783744,34337.03544199061,148.73434692347837,3.3042857182760685,0,1333.9110407931366
,1/1/2024 9:10,50610.38124146532,50389.57934348984,157.12458754064733,3.4987009786222725,0,220.8018979754852
Shankar Nagar Zone,1/1/2024 9:15,28880.641502797545,28110.841924883433,94.03418219460913,3.166975464379058,0,769.7995779141129
Gudhiyari Zone,1/1/2024 9:20,52716.69162535865,40775.16936387037,146.48668655024017,3.5733013515788845,0,11941.52226148828
Gudhiyari Zone,1/1/2024 9:25,44949.14744979035,36364.94971081475,157.81480170794765,3.7097688739581973,0,8584.1977389756
Tatibandh Zone,1/1/2024 9:30,20102.62601733715,18196.728943259506,68.2884516614474,2.798410813873726,0,1905.8970740776422
Mahadev Ghat Zone,1/1/2024 9:35,19993.133390856496,16975.478767540808,55.56054215770308,4.158991077425018,0,3017.654623315688
Gudhiyari Zone,1/1/2024 9:40,62186.79563054092,48391.20664155082,191.92195561008222,3.285094067494051,0,13795.588988990094
Mahadev Ghat Zone,1/1/2024 9:45,48682.93339803867,51475.522394817956,179.11765817895198,3.4125172571560523,0,-2792.5889967792828
Mowa Zone,1/1/2024 9:50,31886.81140748562,27643.093768796254,86.23676552416921,2.7451313155230346,0,4243.717638689366
Pandri Zone,1/1/2024 9:55,28208.599983228345,25372.78778574931,103.99779567573384,3.3549931934759285,0,2835.812197479034
Amanaka Zone,1/1/2024 10:00,32000.884029221936,28690.894366432498,109.64343592967255,2.5535585946397474,0,3309.9896627894377
Mahadev Ghat Zone,1/1/2024 10:05,28554.851891053084,25890.174869299542,88.33386334411672,3.667016774061602,0,2664.6770217535413
Mahadev Ghat Zone,1/1/2024 10:10,48896.01439701701,48638.00371950104,192.8468351330431,3.270669435537139,0,258.01067751597293
Telibandha Zone,1/1/2024 10:15,44154.18886547898,45277.87117922774,155.6917738438273,2.7370613691486416,0,-1123.682313748759
Mahadev Ghat Zone,1/1/2024 10:20,16230.300714103656,16572.076864861712,65.52359147938054,3.797016176036644,0,-341.77615075805625
Amanaka Zone,1/1/2024 10:25,50902.800401703455,45855.16839289092,180.8602603524083,2.8590278448788795,0,5047.632008812536
,1/1/2024 10:30,55038.23519437178,41103.93955002702,179.45874687931547,3.2459758223703004,0,13934.295644344762
Gudhiyari Zone,1/1/2024 10:35,37250.11974347151,32068.953210196647,104.20580173398046,3.1844745829995014,0,5181.16653327486
Telibandha Zone,1/1/2024 10:40,50289.694094533625,46785.43858089572,207.27904172823662,3.622738580777248,0,3504.2555136379015
Devendra Nagar Zone,1/1/2024 10:45,46316.63457499726,40032.40704000348,150.70641080968755,3.8682928416372504,0,6284.227534993777
Devendra Nagar Zone,1/1/2024 10:50,58906.81483855454,54831.81751828199,179.4229678225342,3.5974724246989362,0,4074.9973202725523
Pandri Zone,1/1/2024 10:55,38386.048220496916,35139.644081579805,115.67336789589001,2.7376118926923776,0,3246.4041389171107
Gudhiyari Zone,1/1/2024 11:00,29610.53778198419,25185.548459435526,108.73822342718121,3.601838269806105,0,4424.989322548663
Mahadev Ghat Zone,1/1/2024 11:05,24494.115767380743,23079.35758262036,85.08136668382107,2.811086030986176,0,1414.7581847603833
Amanaka Zone,1/1/2024 11:10,51411.611428918164,47845.49852407516,167.786506878728,3.281438911058464,0,3566.112904843001
Mahadev Ghat Zone,1/1/2024 11:15,31870.09834960433,29005.953509017098,123.02118049906626,3.5185881219235706,0,2864.1448405872325
Mahadev Ghat Zone,1/1/2024 11:20,42675.21890247585,45014.61348582737,123.83642093684553,3.459030378103936,0,-2339.3945833515245
Shankar Nagar Zone,1/1/2024 11:25,52606.48499087388,48441.47422445809,180.21572488275814,4.11347996418356,0,4165.010766415791
,1/1/2024 11:30,17975.438017049473,16356.042733483779,55.82170511240993,2.6768428682342056,0,1619.3952835656946
Pandri Zone,1/1/2024 11:35,64914.874085813746,55179.15201882395,218.97247392383628,2.563780464912116,0,9735.722066989794
Gudhiyari Zone,1/1/2024 11:40,45455.64002739671,41793.29669803829,151.96671693008577,3.296834774717227,0,3662.3433293584167
Shankar Nagar Zone,1/1/2024 11:45,40074.126464268025,40157.312790881435,142.2783991962989,4.006096459916859,0,-83.18632661340962
Gudhiyari Zone,1/1/2024 11:50,30596.04785045887,27374.171306992586,108.47912082744061,3.1332562298299367,0,3221.876543466282
Amanaka Zone,1/1/2024 11:55,39360.901400591414,35456.154230272085,129.03436598808645,2.9606635097517375,0,3904.7471703193296
Gudhiyari Zone,1/1/2024 12:00,23513.314151204097,22467.975948351075,81.1936946098896,2.802772727478489,0,1045.3382028530214
Shankar Nagar Zone,1/1/2024 12:05,17095.656994455785,19008.037720093696,68.86232578624822,3.1383804790670276,0,-1912.3807256379114
Devendra Nagar Zone,1/1/2024 12:10,52107.53225306542,52739.37518569158,167.89022792392217,3.404906823421375,0,-631.8429326261539
Mahadev Ghat Zone,1/1/2024 12:15,28247.137402417542,26605.15468259359,90.09206100444874,3.5501361553431177,0,1641.982719823951
Pandri Zone,1/1/2024 12:20,36579.1559414055,40759.228879958995,133.7134837515242,3.3123575143054858,0,-4180.072938553494
Devendra Nagar Zone,1/1/2024 12:25,26047.04804778128,24991.262725397137,99.79124660796509,3.695758041981026,0,1055.7853223841448
Devendra Nagar Zone,1/1/2024 12:30,51074.31128509354,43708.93329009137,149.6145642390037,2.856003475059102,0,7365.377995002171
Mahadev Ghat Zone,1/1/2024 12:35,35781.6585854031,37236.96327371489,113.51138196253956,2.758565058666162,0,-1455.3046883117931
Amanaka Zone,1/1/2024 12:40,23891.690423704506,23794.79571865655,91.18004146939965,3.673320547801956,0,96.89470504795463
Mahadev Ghat Zone,1/1/2024 12:45,58196.19797266023,56374.719095966466,213.40819268698377,3.762739256914187,0,1821.4788766937636
Devendra Nagar Zone,1/1/2024 12:50,17098.867433043404,14283.599001435974,45.726189064368775,3.907483723827245,0,2815.26843160743
Amanaka Zone,1/1/2024 12:55,32211.932422833594,33275.22509856152,104.37873970965244,3.5345110235031587,0,-1063.2926757279238
,1/1/2024 13:00,32416.52975834721,27356.42692267073,93.23912011920633,4.075702881316699,0,5060.10283567648
Tatibandh Zone,1/1/2024 13:05,29729.160194667784,26251.508878631572,89.87406295579143,3.026763529083621,0,3477.651316036212
,1/1/2024 13:10,56227.73118903913,56356.88161218382,194.85884797290797,3.595499996773789,0,-129.15042314468883
Pandri Zone,1/1/2024 13:15,41170.6767506259,32739.43091035013,141.04230584687724,2.8851841659088957,0,8431.24584027577
Shankar Nagar Zone,1/1/2024 13:20,54057.4653221788,53618.417978731086,193.478428749329,2.7431753928952265,0,439.04734344771714
Mowa Zone,1/1/2024 13:25,38404.10419952209,31317.35125525401,129.23804456954483,3.5486886841652305,0,7086.752944268079
Devendra Nagar Zone,1/1/2024 13:30,21869.69308700659,20318.127175609803,67.85824400806109,2.6469861188834565,0,1551.5659113967886
Telibandha Zone,1/1/2024 13:35,45248.09769456168,41971.68371340262,165.09559603371656,3.487136913013176,0,3276.4139811590576
,1/1/2024 13:40,28390.218752215857,25248.884996905865,102.19278477893597,3.002801787875606,0,3141.333755309992
Amanaka Zone,1/1/2024 13:45,34698.996234833015,33317.50459528618,123.97402146590419,2.935893607797703,0,1381.491639546839
Devendra Nagar Zone,1/1/2024 13:50,55649.933742413916,54911.10639791802,200.1385436406197,3.7198234841445545,0,738.8273444958977
Mahadev Ghat Zone,1/1/2024 13:55,15374.81859039426,14512.273494956517,48.5470007165339,2.72590947948745,0,862.5450954377429
Telibandha Zone,1/1/2024 14:00,33002.9702661872,29313.193021152925,127.5380085110064,3.6571268352228916,0,3689.7772450342745
Mahadev Ghat Zone,1/1/2024 14:05,26562.33618371983,24344.48560485434,82.39760254212426,3.188336241736354,0,2217.850578865491
Gudhiyari Zone,1/1/2024 14:10,32353.383342312027,29256.301426035796,109.96765889121552,3.5487771570655164,0,3097.081916276231
,1/1/2024 14:15,34740.26573039089,37026.40525346735,111.64413127292754,3.4970715910664,0,-2286.1395230764538
Mowa Zone,1/1/2024 14:20,59082.56774688227,55195.58708869516,177.30422291490342,2.4593080760697306,1,3886.980658187109
Tatibandh Zone,1/1/2024 14:25,15856.64324036255,13592.710358297703,61.88123195525421,3.814542441539513,0,2263.932882064846
Mowa Zone,1/1/2024 14:30,29922.749023757046,28792.528504624708,88.99502781074813,3.083264335697243,0,1130.2205191323374
Mahadev Ghat Zone,1/1/2024 14:35,53747.72747763344,55148.56686005417,211.0171390828789,3.8689371107284622,0,-1400.8393824207305
Telibandha Zone,1/1/2024 14:40,45685.02701052572,41194.56075618625,136.96913032092215,3.4466290540435938,0,4490.466254339473
Telibandha Zone,1/1/2024 14:45,37981.59433931811,31339.38983703637,135.09243682556325,4.142322954769551,0,6642.2045022817365
Mahadev Ghat Zone,1/1/2024 14:50,55000.7250562724,46053.472976437086,178.42910431848685,3.5478953108120455,0,8947.252079835314
,1/1/2024 14:55,36878.68713058476,36512.97201359209,133.04052887426695,2.231633385355457,1,365.71511699267285
Amanaka Zone,1/1/2024 15:00,14936.475572049085,16674.320856413848,48.419373121253976,2.517944319787899,0,-1737.8452843647628
Tatibandh Zone,1/1/2024 15:05,25121.20638930628,22679.33622707236,82.9295262504445,3.3488125438949874,0,2441.8701622339213
Shankar Nagar Zone,1/1/2024 15:10,27931.716584859023,24587.29436330199,73.7985450788376,3.593646672961504,0,3344.4222215570335
Shankar Nagar Zone,1/1/2024 15:15,44642.5466112693,39175.98298870587,130.22811804595668,3.528640271628326,0,5466.56362256343
Pandri Zone,1/1/2024 15:20,19602.42458993259,16200.552301986274,71.8207396062729,3.171580714106302,0,3401.8722879463166
Gudhiyari Zone,1/1/2024 15:25,56542.02572842004,56102.757034847455,206.64410924033533,4.09402410729576,0,439.2686935725869
Devendra Nagar Zone,1/1/2024 15:30,27038.31582199552,24516.489806056765,94.1887132727392,4.0008377236101955,0,2521.8260159387537
,1/1/2024 15:35,32640.498976168794,25542.181424688515,116.20324756834654,2.57830503938361,0,7098.317551480279
Mowa Zone,1/1/2024 15:40,100116.42631235762,92808.353605879,360.4621559833668,0.9786474096399199,1,7308.072706478619
Telibandha Zone,1/1/2024 15:45,56745.85060060277,53832.72903993124,209.32225623462674,3.458155573392999,0,2913.121560671527
Tatibandh Zone,1/1/2024 15:50,37758.86840200896,32575.27314166898,127.15979111238649,3.3764263428539567,0,5183.595260339978
Tatibandh Zone,1/1/2024 15:55,57586.898576253305,50934.310262813204,199.55235919937138,2.7900313601820943,0,6652.588313440101
Telibandha Zone,1/1/2024 16:00,34315.31834902842,26332.858090297304,111.32761102691599,3.4019170403424983,0,7982.4602587311165
Gudhiyari Zone,1/1/2024 16:05,24613.62892242039,21680.338697191917,81.36707769507102,3.0130480625871665,1,2933.290225228473
Amanaka Zone,1/1/2024 16:10,29664.621445163586,27198.551602660118,90.24765823045887,3.7488444219050563,0,2466.069842503468
Gudhiyari Zone,1/1/2024 16:15,52436.671871380015,52325.13416053316,177.3615601825603,3.3667113308616163,0,111.53771084685286
Tatibandh Zone,1/1/2024 16:20,20655.62558717529,20889.27949409331,65.09169304804846,4.250247716373685,0,-233.65390691801804
,1/1/2024 16:25,58891.34212610923,55370.082485548526,201.75066237281567,3.458692142959759,0,3521.2596405607037
Devendra Nagar Zone,1/1/2024 16:30,55819.39073795197,50928.58632606815,175.1118286657024,2.646255821143367,0,4890.8044118838225
Pandri Zone,1/1/2024 16:35,21344.396961702143,17677.3657997064,64.95911797902676,3.369522489699589,0,3667.031161995743
Gudhiyari Zone,1/1/2024 16:40,16278.898151416717,14748.164451538292,60.31154814321887,3.021556507510607,0,1530.7336998784249
Mowa Zone,1/1/2024 16:45,52419.89898103444,47019.86331178102,168.32711327388895,2.7213556335114033,0,5400.035669253426
Pandri Zone,1/1/2024 16:50,43712.78256890329,41499.41353118672,152.65442643097765,3.579980978095526,0,2213.3690377165694
Telibandha Zone,1/1/2024 16:55,63494.559130698515,53513.30301905502,169.09118881493416,4.107406583516762,0,9981.256111643495
Devendra Nagar Zone,1/1/2024 17:00,53074.26546332456,46606.20208465429,185.69429927129332,2.732365677868851,0,6468.063378670275
Devendra Nagar Zone,1/1/2024 17:05,24632.12016400628,25669.23079470836,102.46300841800046,3.4086927603335715,0,-1037.1106307020818
Devendra Nagar Zone,1/1/2024 17:10,48008.472732095186,47838.11814849275,162.4134466661494,3.549878571856333,0,170.354583602435
Shankar Nagar Zone,1/1/2024 17:15,28189.289761971846,26012.38482253981,100.77046667177997,3.698518567189176,0,2176.9049394320355
Mowa Zone,1/1/2024 17:20,48277.324877467196,45847.925002064054,167.4708163898085,3.9256577847844283,0,2429.399875403142
Pandri Zone,1/1/2024 17:25,44369.97938280015,48559.72067631891,178.2156581503999,3.1050748374702617,0,-4189.74129351876
Mahadev Ghat Zone,1/1/2024 17:30,54421.433684037234,51362.92246244236,193.34129904913306,2.973584314779715,0,3058.5112215948757
Pandri Zone,1/1/2024 17:35,22755.673469673602,19703.17903213203,79.73061934405717,2.7713442525622485,0,3052.4944375415726
Mowa Zone,1/1/2024 17:40,60317.1087102435,53924.32001341954,166.91175395008432,3.778362475332969,0,6392.7886968239545
Devendra Nagar Zone,1/1/2024 17:45,43321.96334760507,43496.3911216519,174.05485065038374,2.833167191587929,0,-174.4277740468242
Gudhiyari Zone,1/1/2024 17:50,28254.914163966412,26870.244416587047,96.49286063434232,3.3204729599226255,0,1384.6697473793647
Mahadev Ghat Zone,1/1/2024 17:55,43223.18005683626,40354.0809062915,143.16113193606589,3.093422925850713,0,2869.09915054476
Tatibandh Zone,1/1/2024 18:00,48344.03363202066,45336.994946244915,183.47811225020905,3.694643200681959,0,3007.0386857757476
Pandri Zone,1/1/2024 18:05,42696.68427083676,36249.11500167231,126.74561936248229,2.522272302040309,0,6447.569269164451
Pandri Zone,1/1/2024 18:10,15901.745189055355,14846.523599321208,57.22083014327932,3.5325311086231013,0,1055.2215897341466
